K_Receipt,K_Member,Quantity,Q_Amount,T_Receipt,Q_Discount_Amount
528435,12418,332.0,473.31,2010-10-22 10:29:00,
528436,13107,60.0,234.0,2010-10-22 10:35:00,
528438,12419,205.0,238.91000000000003,2010-10-22 10:40:00,
528440,15900,97.0,132.0,2010-10-22 10:44:00,
528443,16497,124.0,456.8,2010-10-22 10:59:00,
528444,16497,5.0,31.85,2010-10-22 11:00:00,
528445,12748,162.0,189.46,2010-10-22 11:00:00,
528447,15805,28.0,57.2,2010-10-22 11:07:00,
528448,15805,155.0,303.24,2010-10-22 11:09:00,
528450,16226,261.0,328.85,2010-10-22 11:19:00,
528452,14945,156.0,179.4,2010-10-22 11:26:00,
528470,16392,271.0,345.27,2010-10-22 11:40:00,
528471,16053,52.0,174.1,2010-10-22 11:41:00,
528472,16053,199.0,493.20000000000005,2010-10-22 11:42:00,
528473,16709,76.0,262.4,2010-10-22 11:43:00,
528474,14866,384.0,1033.6,2010-10-22 11:45:00,
528475,13746,83.0,176.69,2010-10-22 11:55:00,
528477,18022,301.0,302.12,2010-10-22 12:02:00,
528478,14290,264.0,816.8,2010-10-22 12:03:00,
528493,13266,36.0,45.0,2010-10-22 12:13:00,
528494,15314,12.0,19.799999999999997,2010-10-22 12:19:00,
528504,16428,230.0,220.48,2010-10-22 12:22:00,
528505,17428,234.0,751.5400000000001,2010-10-22 12:26:00,
528507,17841,104.0,235.25,2010-10-22 12:29:00,
528511,18223,35.0,199.85,2010-10-22 12:30:00,
528532,17841,30.0,3.5999999999999996,2010-10-22 12:35:00,
528534,15434,88.0,210.40000000000003,2010-10-22 12:35:00,
528571,12621,836.0,1033.76,2010-10-22 12:59:00,
528574,13106,213.0,526.96,2010-10-22 13:10:00,
528575,13018,50.0,263.8,2010-10-22 13:11:00,
528576,12369,85.0,143.35,2010-10-22 13:13:00,
528579,12931,1674.0,2764.0,2010-10-22 13:18:00,
528580,14309,409.0,764.04,2010-10-22 13:18:00,
528581,18055,476.0,1391.51,2010-10-22 13:27:00,
528582,15311,75.0,131.35,2010-10-22 13:31:00,
528583,17757,53.0,148.68,2010-10-22 13:35:00,
528584,16775,47.0,215.9,2010-10-22 13:38:00,
528585,17191,283.0,192.01999999999998,2010-10-22 13:44:00,
528586,17191,205.0,450.51,2010-10-22 13:59:00,
528588,14080,84.0,375.43,2010-10-22 14:03:00,
528592,13316,5952.0,1311.2,2010-10-22 14:06:00,
528595,15067,681.0,1353.48,2010-10-22 14:30:00,
528596,13750,264.0,325.68,2010-10-22 14:34:00,
528597,13155,112.0,163.02,2010-10-22 14:49:00,
528598,15750,144.0,272.08,2010-10-22 14:53:00,
528599,15606,68.0,203.4,2010-10-22 14:55:00,
528600,12787,248.0,380.52,2010-10-22 14:57:00,
528601,14870,101.0,392.05,2010-10-22 14:58:00,
528605,15865,263.0,639.74,2010-10-22 15:24:00,
528607,12748,36.0,45.0,2010-10-22 15:31:00,
528608,15073,158.0,396.6,2010-10-22 15:37:00,
528609,16491,582.0,801.66,2010-10-22 15:42:00,
528610,14824,280.0,500.35,2010-10-22 15:44:00,
528612,14728,68.0,190.58,2010-10-22 15:57:00,
528614,13059,12.0,48.2,2010-10-22 16:11:00,
528615,17231,247.0,469.19,2010-10-22 16:36:00,
528616,15485,336.0,1023.5,2010-10-22 17:01:00,
528617,13165,360.0,429.68,2010-10-22 17:04:00,
528618,13263,272.0,390.85,2010-10-22 17:07:00,
528619,17139,115.0,328.35,2010-10-24 10:33:00,
528620,17243,287.0,480.93,2010-10-24 10:33:00,
528621,14800,357.0,575.33,2010-10-24 10:41:00,
528622,17204,108.0,327.72,2010-10-24 10:50:00,
528623,16010,52.0,111.8,2010-10-24 10:54:00,
528624,17358,72.0,119.28,2010-10-24 10:56:00,
528625,17843,138.0,114.92,2010-10-24 10:56:00,
528627,16746,326.0,547.28,2010-10-24 11:14:00,
528628,13241,46.0,112.53,2010-10-24 11:17:00,
528629,13654,1431.0,1872.44,2010-10-24 11:18:00,
528630,17389,168.0,352.80000000000007,2010-10-24 11:18:00,
528631,13941,364.0,442.56,2010-10-24 11:19:00,
528632,16351,88.0,122.0,2010-10-24 11:21:00,
528633,13544,80.0,171.45,2010-10-24 11:25:00,
528634,16814,99.0,239.61,2010-10-24 11:31:00,
528635,17470,180.0,299.36,2010-10-24 11:31:00,
528636,16693,170.0,264.1,2010-10-24 11:35:00,
528637,16979,222.0,354.54,2010-10-24 11:39:00,
528638,16024,88.0,199.03,2010-10-24 11:40:00,
528639,16024,19.0,33.93,2010-10-24 11:42:00,
528640,13555,422.0,866.99,2010-10-24 11:47:00,
528641,12494,66.0,188.3,2010-10-24 11:49:00,
528642,13295,193.0,279.37,2010-10-24 11:50:00,
528643,17407,426.0,552.9,2010-10-24 11:57:00,
528644,14553,112.0,190.07999999999998,2010-10-24 12:00:00,
528645,15994,111.0,370.95000000000005,2010-10-24 12:14:00,
528646,14532,101.0,503.4,2010-10-24 12:24:00,
528647,14277,148.0,254.44,2010-10-24 12:36:00,
528648,16445,84.0,161.7,2010-10-24 12:39:00,
528649,13327,101.0,338.45000000000005,2010-10-24 12:40:00,
528657,14277,117.0,134.94,2010-10-24 12:44:00,
528659,15723,158.0,285.94,2010-10-24 12:44:00,
528667,17871,169.0,322.44,2010-10-24 12:46:00,
528673,15059,58.0,180.69,2010-10-24 12:51:00,
528676,14211,204.0,363.98,2010-10-24 12:51:00,
528683,14211,92.0,166.2,2010-10-24 12:54:00,
528693,12748,93.0,192.97,2010-10-24 13:00:00,
528694,15059,164.0,209.32,2010-10-24 13:01:00,
528705,13137,287.0,420.61,2010-10-24 13:07:00,
528706,18260,448.0,371.15999999999997,2010-10-24 13:08:00,
528708,15248,53.0,203.55,2010-10-24 13:09:00,
528711,16373,90.0,194.74,2010-10-24 13:10:00,
528725,17377,125.0,290.85,2010-10-24 13:17:00,
528726,17377,40.0,62.0,2010-10-24 13:20:00,
528727,15640,196.0,913.64,2010-10-24 13:21:00,
528728,17260,23.0,120.95,2010-10-24 13:21:00,
528729,13333,108.0,151.86,2010-10-24 13:24:00,
528730,13574,304.0,404.45,2010-10-24 13:28:00,
528731,16983,282.0,316.86,2010-10-24 13:35:00,
528732,13948,67.0,184.45000000000002,2010-10-24 13:46:00,
528733,15640,888.0,1363.5,2010-10-24 13:54:00,
528734,17435,195.0,331.35,2010-10-24 13:55:00,
528735,13240,301.0,537.22,2010-10-24 13:57:00,
528736,13073,34.0,115.2,2010-10-24 14:06:00,
528737,18065,80.0,304.1,2010-10-24 14:06:00,
528738,16422,80.0,329.76,2010-10-24 14:07:00,
528739,16920,81.0,355.45,2010-10-24 14:07:00,
528740,13977,303.0,519.8100000000001,2010-10-24 14:08:00,
528741,15665,264.0,510.05,2010-10-24 14:08:00,
528742,13118,179.0,410.15,2010-10-24 14:11:00,
528743,17858,13.0,145.35,2010-10-24 14:16:00,
528744,18110,97.0,193.48000000000002,2010-10-24 14:21:00,
528745,14551,135.0,232.41,2010-10-24 14:35:00,
528746,14243,122.0,267.4,2010-10-24 14:37:00,
528747,16770,152.0,297.52,2010-10-24 14:40:00,
528748,14551,119.0,262.95,2010-10-24 14:42:00,
528749,14551,3.0,17.65,2010-10-24 14:45:00,
528750,14183,34.0,138.76,2010-10-24 14:45:00,
528752,16677,307.0,617.39,2010-10-24 14:53:00,
528753,16655,175.0,512.88,2010-10-24 14:59:00,
528754,15796,93.0,289.52,2010-10-24 15:08:00,
528755,16923,49.0,108.1,2010-10-24 15:16:00,
528757,12720,485.0,605.96,2010-10-24 15:28:00,
528758,18116,74.0,226.46,2010-10-24 15:29:00,
528759,15337,200.0,373.02,2010-10-24 15:29:00,
528760,14861,173.0,303.15000000000003,2010-10-24 15:41:00,
528761,13898,411.0,530.47,2010-10-24 15:42:00,
528762,13565,88.0,174.57999999999998,2010-10-24 15:51:00,
528763,12926,259.0,567.95,2010-10-24 15:57:00,
528764,16904,115.0,193.08,2010-10-24 16:03:00,
528765,16726,186.0,322.23,2010-10-24 16:09:00,
528766,13564,477.0,1080.65,2010-10-24 16:13:00,
528767,14911,203.0,373.45,2010-10-25 08:12:00,
528768,14181,35.0,94.45,2010-10-25 08:27:00,
528769,15260,1067.0,1639.9099999999999,2010-10-25 09:08:00,
528770,15065,63.0,168.73,2010-10-25 09:13:00,
528771,17325,303.0,410.87,2010-10-25 09:20:00,
528772,15174,237.0,345.71,2010-10-25 09:40:00,
528775,16133,242.0,328.03999999999996,2010-10-25 09:57:00,
528782,13462,313.0,475.89,2010-10-25 10:00:00,
528783,13769,152.0,416.7,2010-10-25 10:00:00,
528789,14197,143.0,390.05,2010-10-25 10:01:00,
528798,12841,163.0,211.03,2010-10-25 10:04:00,
528824,14040,286.0,585.06,2010-10-25 10:14:00,
528838,16193,160.0,315.98,2010-10-25 10:25:00,
528851,17981,260.0,239.12,2010-10-25 10:40:00,
528852,14766,550.0,885.97,2010-10-25 10:41:00,
528853,12481,362.0,609.88,2010-10-25 10:41:00,
528865,17393,85.0,186.55,2010-10-25 11:10:00,
528866,15955,192.0,449.40000000000003,2010-10-25 11:16:00,
528868,15976,212.0,363.14,2010-10-25 11:33:00,
528869,17236,79.0,173.14999999999998,2010-10-25 11:43:00,
528870,17364,417.0,488.28,2010-10-25 11:43:00,
528871,15294,97.0,233.35,2010-10-25 11:45:00,
528872,15311,179.0,474.15000000000003,2010-10-25 11:48:00,
528874,16005,142.0,292.45,2010-10-25 11:54:00,
528875,13102,168.0,203.92,2010-10-25 12:02:00,
528876,15370,567.0,1352.96,2010-10-25 12:08:00,
528880,13733,273.0,337.93,2010-10-25 12:18:00,
528881,14292,293.0,1387.95,2010-10-25 12:18:00,
528882,15039,112.0,348.65999999999997,2010-10-25 12:19:00,
528883,14690,94.0,242.12,2010-10-25 12:20:00,
528888,13408,294.0,570.1800000000001,2010-10-25 12:34:00,
528889,14249,161.0,526.25,2010-10-25 12:34:00,
528890,16919,69.0,151.93,2010-10-25 12:34:00,
528891,13408,36.0,75.60000000000001,2010-10-25 12:37:00,
528892,13050,146.0,300.6,2010-10-25 12:42:00,
528893,14606,71.0,124.5,2010-10-25 12:47:00,
528895,12748,138.0,152.74,2010-10-25 13:03:00,
528896,12790,139.0,251.92999999999998,2010-10-25 13:04:00,
528897,15646,123.0,91.41,2010-10-25 13:06:00,
528898,14718,202.0,226.42,2010-10-25 13:07:00,
528901,14534,65.0,221.04,2010-10-25 13:14:00,
528906,16143,177.0,331.1,2010-10-25 13:25:00,
528908,13319,20.0,179.0,2010-10-25 13:30:00,
528909,14515,257.0,559.37,2010-10-25 13:30:00,
528910,13319,71.0,238.65,2010-10-25 13:31:00,
528912,16241,366.0,380.64,2010-10-25 13:40:00,
528913,17432,257.0,313.45,2010-10-25 13:43:00,
528915,17432,216.0,375.76,2010-10-25 13:57:00,
528916,16782,123.0,220.71,2010-10-25 14:01:00,
528917,17432,36.0,89.6,2010-10-25 14:03:00,
528918,18016,96.0,275.7,2010-10-25 14:24:00,
528919,16259,81.0,183.07,2010-10-25 14:27:00,
528920,12417,72.0,299.2,2010-10-25 14:27:00,
528921,15064,301.0,390.35,2010-10-25 14:32:00,
528922,15747,160.0,324.59999999999997,2010-10-25 14:35:00,
528923,14413,71.0,177.97,2010-10-25 14:41:00,
528924,14353,66.0,100.86,2010-10-25 14:46:00,
528926,14065,210.0,423.4,2010-10-25 14:51:00,
528927,12748,1.0,39.95,2010-10-25 15:02:00,
528928,16748,12.0,5.04,2010-10-25 15:04:00,
528940,17025,152.0,143.2,2010-10-25 15:30:00,
528944,15142,439.0,457.03000000000003,2010-10-25 15:36:00,
528945,17396,30.0,112.5,2010-10-25 15:42:00,
528946,17867,5.0,29.25,2010-10-25 15:51:00,
528948,17070,101.0,133.18,2010-10-25 15:57:00,
528949,14911,375.0,791.18,2010-10-25 16:08:00,
528950,17767,70.0,141.85,2010-10-25 16:22:00,
528951,17450,1426.0,4227.0,2010-10-25 16:43:00,
528954,14156,1077.0,2900.57,2010-10-26 08:11:00,
528955,14156,20.0,93.2,2010-10-26 08:14:00,
528956,17083,242.0,585.5799999999999,2010-10-26 08:41:00,
528957,12475,234.0,396.26,2010-10-26 08:49:00,
528959,12411,138.0,346.9,2010-10-26 09:25:00,
528960,16186,213.0,303.15,2010-10-26 09:37:00,
528961,14640,137.0,339.35,2010-10-26 09:45:00,
528962,14740,240.0,389.12,2010-10-26 09:47:00,
528963,15366,464.0,355.14,2010-10-26 09:52:00,
528964,17327,58.0,148.1,2010-10-26 09:54:00,
528965,16087,156.0,417.24,2010-10-26 09:59:00,
528966,16863,231.0,331.47,2010-10-26 10:03:00,
528967,14673,350.0,553.66,2010-10-26 10:14:00,
528968,14298,1035.0,1405.71,2010-10-26 10:22:00,
528969,14298,24.0,204.0,2010-10-26 10:23:00,
528970,14298,2.0,220.0,2010-10-26 10:24:00,
528971,17044,592.0,1199.44,2010-10-26 10:26:00,
528972,13027,1200.0,504.0,2010-10-26 10:29:00,
528973,14219,47.0,148.25,2010-10-26 10:34:00,
528974,16785,313.0,533.78,2010-10-26 10:36:00,
528985,13363,436.0,731.36,2010-10-26 11:07:00,
528989,14897,166.0,584.9,2010-10-26 11:17:00,
528990,14524,140.0,335.35,2010-10-26 11:21:00,
528991,16168,92.0,214.2,2010-10-26 11:23:00,
529000,15620,334.0,389.18,2010-10-26 11:32:00,
529009,16962,158.0,251.04,2010-10-26 11:36:00,
529010,17696,286.0,391.98,2010-10-26 11:36:00,
529028,14324,175.0,339.8,2010-10-26 11:44:00,
529031,15311,263.0,359.11,2010-10-26 11:45:00,
529038,15311,60.0,25.2,2010-10-26 11:47:00,
529039,16422,458.0,552.9,2010-10-26 11:47:00,
529057,12431,121.0,365.75,2010-10-26 12:00:00,
529063,14278,131.0,205.83,2010-10-26 12:07:00,
529070,13067,31.0,141.65,2010-10-26 12:15:00,
529071,14608,86.0,303.75,2010-10-26 12:18:00,
529072,12577,329.0,430.57,2010-10-26 12:22:00,
529073,12577,10.0,22.1,2010-10-26 12:28:00,
529074,17122,152.0,242.24,2010-10-26 12:39:00,
529075,12971,12.0,51.0,2010-10-26 12:42:00,
529077,16372,344.0,492.09999999999997,2010-10-26 12:54:00,
529078,13963,299.0,331.87,2010-10-26 12:55:00,
529079,16034,180.0,207.67,2010-10-26 13:00:00,
529080,13213,804.0,879.64,2010-10-26 13:07:00,
529081,16531,142.0,338.04,2010-10-26 13:10:00,
529082,14546,185.0,360.94,2010-10-26 13:11:00,
529084,12524,330.0,733.5,2010-10-26 13:15:00,
529091,12371,587.0,1331.74,2010-10-26 13:37:00,
529093,14911,509.0,1013.15,2010-10-26 13:39:00,
529094,13578,127.0,147.66,2010-10-26 13:44:00,
529095,17829,72.0,76.32000000000001,2010-10-26 13:46:00,
529096,13274,199.0,360.85,2010-10-26 13:48:00,
529097,17135,221.0,226.5,2010-10-26 13:51:00,
529099,17034,171.0,340.45,2010-10-26 14:00:00,
529122,17623,193.0,449.45000000000005,2010-10-26 14:12:00,
529127,12775,92.0,157.12,2010-10-26 14:24:00,
529129,14963,115.0,265.55,2010-10-26 14:37:00,
529130,16258,810.0,1536.04,2010-10-26 14:38:00,
529131,16258,10.0,67.5,2010-10-26 14:39:00,
529132,13157,847.0,900.36,2010-10-26 14:42:00,
529136,13906,100.0,42.0,2010-10-26 15:00:00,
529137,17396,4.0,31.8,2010-10-26 15:00:00,
529138,13590,344.0,317.32,2010-10-26 15:08:00,
529139,16757,99.0,163.65,2010-10-26 15:09:00,
529140,12843,72.0,76.32000000000001,2010-10-26 15:13:00,
529141,13953,400.0,500.0,2010-10-26 15:16:00,
529143,17975,56.0,204.31,2010-10-26 15:25:00,
529144,15773,99.0,138.84,2010-10-26 15:27:00,
529146,17404,1088.0,888.3599999999999,2010-10-26 15:48:00,
529148,18136,63.0,164.25,2010-10-26 15:57:00,
529149,17346,142.0,191.8,2010-10-26 16:02:00,
529150,16607,270.0,254.7,2010-10-26 16:03:00,
529151,17961,2.0,10.9,2010-10-26 16:10:00,
529152,14156,216.0,1170.0,2010-10-26 16:22:00,
529153,15536,242.0,259.09,2010-10-26 16:31:00,
529154,14970,70.0,472.5,2010-10-26 16:35:00,
529156,16549,511.0,1081.31,2010-10-26 16:47:00,
529157,13969,295.0,498.88,2010-10-26 16:49:00,
529158,13969,1.0,0.95,2010-10-26 16:52:00,
529159,13571,70.0,111.9,2010-10-26 17:00:00,
529160,14271,60.0,101.86,2010-10-26 17:01:00,
529161,15390,671.0,834.89,2010-10-26 17:23:00,
529162,15093,646.0,708.78,2010-10-26 17:26:00,
529163,15093,11.0,63.45,2010-10-26 17:27:00,
529164,15093,10.0,67.5,2010-10-26 17:28:00,
529165,16191,108.0,324.96000000000004,2010-10-26 17:34:00,
529166,16191,504.0,761.7600000000001,2010-10-26 17:36:00,
529167,15587,96.0,325.44,2010-10-26 17:52:00,
529168,17593,739.0,932.49,2010-10-26 17:55:00,
529169,13468,101.0,164.4,2010-10-26 18:07:00,
529173,13093,20.0,135.0,2010-10-26 18:14:00,
529175,13093,20.0,135.0,2010-10-26 18:16:00,
529178,16639,241.0,490.47,2010-10-26 18:23:00,
529179,17809,276.0,897.8000000000001,2010-10-26 18:26:00,
529180,17809,60.0,405.0,2010-10-26 18:27:00,
529186,12645,296.0,416.40000000000003,2010-10-26 18:44:00,
529190,14201,109.0,162.15,2010-10-26 18:51:00,
529191,15876,382.0,718.34,2010-10-26 18:58:00,
529192,13081,58.0,345.1,2010-10-26 19:35:00,
529193,12913,289.0,602.37,2010-10-27 08:07:00,
529194,15030,72.0,30.24,2010-10-27 08:09:00,
529195,16456,138.0,320.82,2010-10-27 08:17:00,
529196,12537,446.0,612.94,2010-10-27 08:36:00,
529197,12505,318.0,787.2,2010-10-27 09:18:00,
529198,14475,94.0,225.3,2010-10-27 09:20:00,
529199,17381,1200.0,780.0,2010-10-27 09:31:00,
529200,12676,128.0,223.88,2010-10-27 09:36:00,
529201,12563,112.0,221.24,2010-10-27 09:52:00,
529202,13692,76.0,501.00000000000006,2010-10-27 09:57:00,
529203,14911,1567.0,3083.12,2010-10-27 09:59:00,
529208,16208,137.0,344.15,2010-10-27 10:04:00,
529209,15271,129.0,218.78,2010-10-27 10:20:00,
529211,16692,54.0,67.5,2010-10-27 10:29:00,
529212,16145,197.0,323.65000000000003,2010-10-27 10:32:00,
529213,15198,78.0,170.4,2010-10-27 10:32:00,
529215,12591,383.0,572.95,2010-10-27 10:42:00,
529216,15329,13.0,147.15,2010-10-27 10:50:00,
529217,17513,84.0,258.6,2010-10-27 11:13:00,
529228,14530,151.0,472.85,2010-10-27 11:29:00,
529265,17473,154.0,308.9,2010-10-27 11:45:00,
529267,16188,56.0,105.80000000000001,2010-10-27 11:50:00,
529270,14527,25.0,138.95,2010-10-27 11:50:00,
529279,14105,178.0,478.1,2010-10-27 11:53:00,
529295,14051,122.0,437.90000000000003,2010-10-27 12:19:00,
529296,15159,640.0,1106.64,2010-10-27 12:20:00,
529297,16433,108.0,200.26,2010-10-27 12:26:00,
529298,16458,156.0,245.17,2010-10-27 12:26:00,
529299,14051,20.0,135.0,2010-10-27 12:27:00,
529300,18172,158.0,470.1,2010-10-27 12:30:00,
529301,18172,54.0,284.1,2010-10-27 12:30:00,
529302,18172,8.0,63.6,2010-10-27 12:31:00,
529303,17841,131.0,227.49,2010-10-27 12:39:00,
529304,12353,192.0,317.76,2010-10-27 12:44:00,
529305,13466,48.0,176.7,2010-10-27 12:50:00,
529306,13093,638.0,2434.5,2010-10-27 12:52:00,
529307,13880,174.0,327.48,2010-10-27 12:53:00,
529308,16418,213.0,304.52,2010-10-27 12:55:00,
529309,14496,135.0,310.09,2010-10-27 12:57:00,
529310,17975,31.0,130.85,2010-10-27 13:00:00,
529311,15807,368.0,511.68,2010-10-27 13:04:00,
529313,15373,24.0,152.70000000000002,2010-10-27 13:18:00,
529314,14744,298.0,410.1,2010-10-27 13:18:00,
529315,14911,1138.0,2310.24,2010-10-27 13:29:00,
529317,17436,16.0,101.76,2010-10-27 13:43:00,
529318,14639,332.0,641.38,2010-10-27 13:47:00,
529319,18062,102.0,260.7,2010-10-27 13:55:00,
529320,14400,583.0,501.52,2010-10-27 13:59:00,
529321,13617,81.0,172.64,2010-10-27 14:00:00,
529322,13246,269.0,239.99,2010-10-27 14:01:00,
529323,16713,397.0,616.61,2010-10-27 14:05:00,
529324,17894,46.0,110.55000000000001,2010-10-27 14:07:00,
529326,13547,78.0,164.53,2010-10-27 14:14:00,
529327,13089,291.0,720.6500000000001,2010-10-27 14:15:00,
529328,17000,101.0,191.72,2010-10-27 14:16:00,
529329,14159,387.0,472.81,2010-10-27 14:34:00,
529330,14281,45.0,245.15,2010-10-27 14:45:00,
529331,15981,50.0,337.5,2010-10-27 14:55:00,
529332,17478,280.0,566.6,2010-10-27 15:01:00,
529333,17690,174.0,392.5,2010-10-27 15:04:00,
529335,17326,60.0,147.65,2010-10-27 15:38:00,
529336,14904,219.0,238.04999999999998,2010-10-27 15:40:00,
529337,16014,98.0,206.53,2010-10-27 16:04:00,
529338,13713,47.0,152.15,2010-10-27 16:18:00,
529339,16382,127.0,157.33,2010-10-27 16:23:00,
529340,18225,408.0,767.4,2010-10-27 16:32:00,
529341,17322,243.0,261.45,2010-10-27 16:38:00,
529342,18060,374.0,721.06,2010-10-27 16:41:00,
529344,12349,518.0,1152.62,2010-10-28 08:23:00,
529345,16628,15.0,52.05,2010-10-28 08:38:00,
529346,15328,88.0,107.24,2010-10-28 09:05:00,
529347,13648,163.0,310.95,2010-10-28 09:12:00,
529348,15301,161.0,491.71000000000004,2010-10-28 09:20:00,
529349,13362,444.0,755.1,2010-10-28 09:27:00,
529350,17450,2760.0,6325.08,2010-10-28 09:29:00,
529351,12766,965.0,790.36,2010-10-28 09:29:00,
529355,16634,124.0,375.3,2010-10-28 09:43:00,
529358,14847,257.0,734.75,2010-10-28 09:45:00,
529360,15285,120.0,94.92,2010-10-28 09:46:00,
529362,17994,60.0,125.45,2010-10-28 09:57:00,
529364,14907,85.0,305.55,2010-10-28 09:59:00,
529367,14907,4.0,31.8,2010-10-28 10:01:00,
529502,15167,87.0,219.47,2010-10-28 14:11:00,
529503,16343,170.0,285.54,2010-10-28 14:15:00,
529505,15167,218.0,371.07,2010-10-28 14:19:00,
529507,16129,260.0,448.7,2010-10-28 14:29:00,
529508,16630,72.0,106.80000000000001,2010-10-28 14:30:00,
529509,13126,176.0,302.68,2010-10-28 14:39:00,
529510,14911,299.0,766.25,2010-10-28 14:40:00,
529511,16183,162.0,454.1,2010-10-28 14:43:00,
529512,14134,143.0,520.95,2010-10-28 14:50:00,
529513,14134,181.0,364.4,2010-10-28 14:51:00,
529514,13669,156.0,195.0,2010-10-28 15:05:00,
529515,13019,87.0,258.15000000000003,2010-10-28 15:13:00,
529516,13317,145.0,344.85,2010-10-28 15:17:00,
529517,16265,36.0,137.60000000000002,2010-10-28 15:18:00,
529518,17853,208.0,534.6800000000001,2010-10-28 15:29:00,
529520,13031,177.0,332.55,2010-10-28 15:34:00,
529522,14303,118.0,115.34,2010-10-28 15:37:00,
529524,16638,56.0,121.35000000000001,2010-10-28 15:41:00,
529526,17063,114.0,327.6,2010-10-28 15:59:00,
529528,13093,20.0,135.0,2010-10-28 16:06:00,
529529,14515,30.0,77.7,2010-10-28 16:18:00,
529531,15571,55.0,129.15,2010-10-28 16:23:00,
529532,14294,190.0,375.34,2010-10-28 16:25:00,
529537,16907,43.0,118.2,2010-10-28 16:32:00,
529544,14533,402.0,304.5,2010-10-28 16:42:00,
529546,14101,728.0,684.92,2010-10-28 17:11:00,
529547,14276,230.0,334.7,2010-10-28 17:13:00,
529553,16839,354.0,729.38,2010-10-28 17:35:00,
529554,14834,138.0,485.86,2010-10-28 17:37:00,
529557,14714,149.0,282.93,2010-10-28 17:46:00,
529559,13461,194.0,447.59999999999997,2010-10-28 17:53:00,
529567,18229,84.0,589.8,2010-10-28 18:23:00,
529569,16713,8.0,70.69999999999999,2010-10-28 18:41:00,
529573,16242,762.0,1098.89,2010-10-28 18:54:00,
529582,14481,492.0,769.78,2010-10-28 19:20:00,
529585,14911,413.0,755.55,2010-10-28 19:37:00,
529586,16780,82.0,174.16,2010-10-28 19:41:00,
529587,13780,161.0,372.06,2010-10-28 19:51:00,
529588,16905,124.0,290.62,2010-10-28 19:52:00,
529589,17323,121.0,131.49,2010-10-28 19:59:00,
529590,17974,148.0,207.25,2010-10-28 20:03:00,
529591,12921,268.0,413.48,2010-10-29 08:21:00,
529592,12921,80.0,185.20000000000002,2010-10-29 08:22:00,
529593,12921,237.0,312.72,2010-10-29 08:23:00,
529594,13476,110.0,278.6,2010-10-29 08:24:00,
529595,15887,200.0,390.0,2010-10-29 08:36:00,
529596,13767,64.0,272.2,2010-10-29 08:40:00,
529597,17675,1346.0,2328.58,2010-10-29 08:48:00,
529598,13078,431.0,790.41,2010-10-29 09:36:00,
529599,16635,277.0,473.0,2010-10-29 09:41:00,
529600,14194,509.0,884.35,2010-10-29 09:43:00,
529601,12651,31.0,65.45,2010-10-29 09:44:00,
529602,14088,23.0,228.85,2010-10-29 09:57:00,
529603,14035,346.0,677.8199999999999,2010-10-29 10:10:00,
529604,15078,306.0,616.2,2010-10-29 10:17:00,
529605,15078,2.0,15.9,2010-10-29 10:18:00,
529607,16147,386.0,733.8000000000001,2010-10-29 10:28:00,
529608,15221,88.0,871.8000000000001,2010-10-29 10:28:00,
529609,14088,92.0,621.0,2010-10-29 10:31:00,
529610,15170,33.0,81.15,2010-10-29 10:34:00,
529611,17690,364.0,840.41,2010-10-29 10:39:00,
529613,17949,360.0,3941.9999999999995,2010-10-29 10:46:00,
529614,17949,1512.0,1088.6399999999999,2010-10-29 10:49:00,
529615,17949,888.0,639.36,2010-10-29 10:51:00,
529616,14901,79.0,200.75,2010-10-29 11:00:00,
529617,17929,78.0,571.5,2010-10-29 11:19:00,
529618,13767,118.0,282.5,2010-10-29 11:32:00,
529619,13013,42.0,121.9,2010-10-29 11:35:00,
529620,18061,120.0,174.0,2010-10-29 11:36:00,
529621,15570,378.0,602.0,2010-10-29 11:39:00,
529622,13815,652.0,750.4,2010-10-29 11:42:00,
529623,15544,473.0,486.51,2010-10-29 11:49:00,
529624,17098,22.0,143.7,2010-10-29 11:51:00,
529625,17741,54.0,59.7,2010-10-29 11:59:00,
529626,15498,440.0,560.08,2010-10-29 12:06:00,
529627,15498,489.0,866.65,2010-10-29 12:07:00,
529628,16308,3000.0,960.0,2010-10-29 12:09:00,
529629,12422,203.0,391.55,2010-10-29 12:15:00,
529630,17334,251.0,328.13,2010-10-29 12:16:00,
529646,17934,150.0,344.90000000000003,2010-10-29 12:23:00,
529656,16168,156.0,75.24,2010-10-29 12:27:00,
529676,16858,154.0,422.1,2010-10-29 12:37:00,
529690,12395,224.0,289.72,2010-10-29 12:44:00,
529694,16836,293.0,309.75,2010-10-29 12:48:00,
529709,15513,780.0,1444.58,2010-10-29 13:03:00,
529710,15513,40.0,162.0,2010-10-29 13:04:00,
529712,17821,162.0,334.62,2010-10-29 13:20:00,
529714,18025,236.0,347.77,2010-10-29 13:26:00,
529715,16034,60.0,111.0,2010-10-29 13:35:00,
529716,13418,246.0,357.1,2010-10-29 13:40:00,
529719,13848,1000.0,320.0,2010-10-29 13:48:00,
529720,12705,944.0,1421.29,2010-10-29 13:58:00,
529721,13431,176.0,532.1,2010-10-29 14:09:00,
529723,13282,103.0,181.05,2010-10-29 14:11:00,
529728,13021,94.0,243.20000000000002,2010-10-29 14:12:00,
529742,18231,232.0,383.40000000000003,2010-10-29 14:17:00,
529762,14746,120.0,174.0,2010-10-29 14:44:00,
529763,14081,885.0,906.49,2010-10-29 15:00:00,
